STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
RAJASTHAN,BARAN,2012,45,43,0,69,0,69,84,84,0,0,0,4,81,322,164,158,0,18,312,0,16,366,7,185,2,313,0,132,1597,3596
RAJASTHAN,BARMER,2012,29,30,3,21,0,21,35,35,0,0,0,3,115,387,228,159,0,17,346,0,19,442,20,59,0,237,0,207,1774,3744
RAJASTHAN,BHARATPUR,2012,91,77,2,108,0,108,212,168,44,1,19,41,73,1466,975,491,0,8,798,2,18,92,32,79,0,567,0,247,4916,8849
RAJASTHAN,BHILWARA,2012,29,42,1,59,0,59,78,70,8,0,1,21,166,617,336,281,18,5,590,2,13,63,10,98,0,609,0,331,2140,4893
RAJASTHAN,BIKANER,2012,45,73,9,67,0,67,41,35,6,0,0,12,116,274,113,161,0,11,755,0,15,229,16,31,0,546,0,267,2028,4535
RAJASTHAN,BUNDI,2012,18,32,5,43,0,43,81,77,4,0,0,3,57,242,123,119,5,8,292,1,10,654,5,90,1,304,0,133,1140,3124
RAJASTHAN,CHITTORGARH,2012,38,25,2,59,0,59,96,81,15,0,5,18,130,431,208,223,17,48,349,1,18,845,6,64,1,608,0,212,1417,4390
RAJASTHAN,CHURU,2012,42,38,2,59,0,59,37,26,11,0,2,4,81,194,84,110,0,7,522,0,13,431,8,5,0,405,0,220,1293,3363
RAJASTHAN,DAUSA,2012,30,17,6,14,0,14,101,75,26,0,1,18,33,942,567,375,14,8,479,2,7,36,19,9,0,181,0,239,2945,5101
RAJASTHAN,DHOLPUR,2012,50,68,6,32,0,32,79,60,19,1,10,13,37,346,145,201,0,1,223,0,5,1290,30,19,0,195,0,138,1196,3739
RAJASTHAN,DUNGARPUR,2012,26,12,1,32,0,32,67,65,2,0,0,16,41,57,30,27,9,32,65,1,13,159,5,48,0,119,0,136,1005,1844
RAJASTHAN,G.R.P.AJMER,2012,4,2,0,4,0,4,8,5,3,0,0,2,1,611,19,592,5,4,7,0,0,5,1,13,0,0,0,0,121,788
RAJASTHAN,G.R.P.JODHPUR,2012,2,0,0,1,0,1,1,0,1,0,0,0,1,83,8,75,0,0,0,0,1,1,1,2,0,0,0,4,34,131
RAJASTHAN,GANGANAGAR,2012,51,66,0,77,0,77,79,73,6,0,0,3,174,311,130,181,0,32,958,2,5,691,21,58,2,803,0,175,1919,5427
RAJASTHAN,HANUMANGARH,2012,49,58,0,92,0,92,63,57,6,1,2,5,77,230,106,124,0,5,607,0,9,276,19,43,0,515,0,129,1897,4077
RAJASTHAN,JAIPUR EAST,2012,21,24,3,41,0,41,61,55,6,2,1,126,352,2510,2113,397,48,19,626,3,8,57,10,24,0,201,0,226,2008,6371
RAJASTHAN,JAIPUR NORTH,2012,12,20,0,37,0,37,64,54,10,1,0,37,79,589,443,146,12,23,519,1,2,263,13,29,0,265,0,60,910,2936
RAJASTHAN,JAIPUR RURAL,2012,38,37,2,39,0,39,96,86,10,8,2,21,139,596,250,346,12,17,679,1,14,410,11,46,0,281,0,420,2615,5484
RAJASTHAN,JAIPUR SOUTH,2012,17,17,1,17,0,17,26,21,5,1,1,53,218,1107,777,330,4,79,527,3,2,103,7,20,0,217,0,153,1443,4016
RAJASTHAN,JAIPUR WEST,2012,26,20,2,38,0,38,69,60,9,1,1,40,319,1093,788,305,3,107,1012,0,8,226,0,18,0,257,0,271,1777,5288
RAJASTHAN,JAISALMER,2012,9,8,0,12,0,12,9,5,4,0,0,3,58,107,31,76,8,0,146,0,7,253,11,20,0,22,0,65,439,1177
RAJASTHAN,JALORE,2012,23,18,0,13,0,13,47,39,8,1,0,5,90,183,91,92,11,23,187,3,14,15,15,40,0,138,0,123,1531,2480
RAJASTHAN,JHALAWAR,2012,47,44,4,81,0,81,91,76,15,0,3,10,59,337,156,181,29,5,210,1,22,766,5,205,2,434,0,137,1303,3795
RAJASTHAN,JHUNJHUNU,2012,36,15,3,45,0,45,63,55,8,0,0,9,127,291,118,173,11,16,510,0,12,560,17,44,0,347,0,211,2041,4358
RAJASTHAN,JODHPUR EAST,2012,12,27,3,20,0,20,15,13,2,0,0,16,50,397,274,123,0,1,447,1,1,417,11,16,0,296,0,114,459,2303
RAJASTHAN,JODHPUR RURAL,2012,34,38,3,27,0,27,33,28,5,1,0,12,66,224,62,162,3,8,226,1,18,771,16,26,0,121,0,251,909,2788
RAJASTHAN,JODHPUR WEST,2012,15,42,3,20,0,20,29,23,6,0,0,23,124,646,443,203,0,6,275,2,12,286,5,27,0,5,0,170,538,2228
RAJASTHAN,KARAULI,2012,41,40,0,44,0,44,104,77,27,0,0,19,32,685,397,288,8,6,213,2,17,2,15,7,0,196,0,108,3022,4561
RAJASTHAN,KOTA CITY,2012,28,68,1,45,0,45,82,62,20,0,7,27,86,596,408,188,0,21,756,0,3,115,5,73,0,428,0,110,1521,3972
RAJASTHAN,KOTA RURAL,2012,20,56,1,42,0,42,49,44,5,0,1,8,48,133,56,77,3,9,199,1,9,185,6,105,2,200,0,95,1159,2331
RAJASTHAN,NAGAUR,2012,49,58,2,53,0,53,129,106,23,1,0,7,155,343,145,198,0,8,568,0,7,84,11,66,0,416,0,287,2254,4498
RAJASTHAN,PALI,2012,56,56,8,61,0,61,107,104,3,2,1,28,178,328,148,180,0,11,453,0,11,68,9,75,1,464,0,312,3240,5469
RAJASTHAN,PRATAPGARH,2012,29,27,3,137,0,137,80,78,2,0,0,7,59,129,41,88,25,3,160,1,8,536,2,79,0,276,0,68,956,2585
RAJASTHAN,RAJSAMAND,2012,26,19,1,14,0,14,62,53,9,0,1,19,116,168,74,94,20,6,302,1,4,484,5,40,1,263,0,186,701,2439
RAJASTHAN,SAWAI MADHOPUR,2012,24,27,2,19,0,19,95,75,20,0,1,5,40,605,405,200,0,9,355,0,7,0,6,39,0,213,0,93,2514,4054
RAJASTHAN,SIKAR,2012,51,34,0,55,0,55,96,62,34,0,2,4,143,619,243,376,11,10,912,1,23,234,18,22,0,322,0,353,2914,5824
RAJASTHAN,SIROHI,2012,29,16,1,29,0,29,69,64,5,0,0,10,60,116,33,83,26,9,220,0,14,341,4,74,1,180,0,158,549,1906
RAJASTHAN,TONK,2012,21,24,0,19,0,19,69,66,3,0,0,3,74,233,106,127,36,6,310,0,4,860,3,24,2,309,0,167,1068,3232
RAJASTHAN,UDAIPUR,2012,76,80,1,149,0,149,190,163,27,1,3,59,299,787,398,389,171,17,1007,4,30,1518,9,174,0,499,0,433,2477,7984
RAJASTHAN,TOTAL,2012,1461,1538,98,2049,0,2049,3243,2697,546,31,74,807,4610,23314,14107,9207,573,682,19646,49,475,17614,478,2352,18,13312,0,8284,70240,170948
SIKKIM,EAST,2012,3,4,0,13,0,13,6,6,0,0,0,2,22,42,7,35,12,3,22,1,7,31,1,7,0,2,0,11,20,209
SIKKIM,NORTH,2012,1,1,0,0,0,0,0,0,0,0,0,0,5,7,0,7,0,0,0,0,0,5,0,0,0,0,0,5,7,31
SIKKIM,SOUTH,2012,1,2,0,12,0,12,3,3,0,0,0,2,21,39,7,32,5,0,6,0,7,33,0,6,0,1,0,8,19,165
SIKKIM,WEST,2012,2,0,0,9,0,9,1,1,0,0,0,2,17,29,3,26,5,0,3,0,6,22,0,6,0,1,0,8,12,123
SIKKIM,TOTAL,2012,7,7,0,34,0,34,10,10,0,0,0,6,65,117,17,100,22,3,31,1,20,91,1,19,0,4,0,32,58,528
TAMIL NADU,ARIYALUR,2012,19,32,3,11,0,11,47,39,8,1,0,8,41,131,51,80,41,0,11,0,13,433,1,53,0,13,0,126,1496,2480
TAMIL NADU,CHENNAI,2012,180,219,4,94,0,94,87,65,22,2,0,85,546,2169,263,1906,95,50,769,137,10,1412,12,90,141,237,0,1411,12131,19881
TAMIL NADU,CHENNAI RLY.,2012,1,5,0,0,0,0,2,2,0,2,0,18,1,214,3,211,2,0,0,0,0,29,0,5,0,2,0,6,271,558
TAMIL NADU,COIMBATORE RURAL,2012,51,28,0,9,0,9,41,32,9,4,0,72,125,354,102,252,130,4,89,0,10,442,1,38,0,48,0,744,2903,5093
TAMIL NADU,COIMBATORE URBAN,2012,29,37,0,20,0,20,20,12,8,2,0,101,125,544,205,339,16,9,132,59,21,272,0,17,2,112,0,293,8546,10357
TAMIL NADU,CUDDALORE,2012,70,120,3,40,0,40,152,124,28,7,2,44,192,518,254,264,332,0,38,6,47,1384,8,64,0,63,0,524,7704,11318
TAMIL NADU,DHARMAPURI,2012,50,32,10,25,0,25,98,93,5,1,0,21,73,155,58,97,92,3,36,11,42,994,1,48,2,66,0,309,1673,3742
TAMIL NADU,DINDIGUL,2012,74,89,0,16,0,16,97,97,0,1,0,60,106,203,59,144,81,2,118,2,13,606,4,34,0,111,0,562,3806,5985
TAMIL NADU,ERODE,2012,40,31,0,8,0,8,30,23,7,1,0,44,94,344,153,191,32,3,118,4,12,399,1,42,0,26,0,594,2966,4789
TAMIL NADU,KANCHIPURAM,2012,76,113,0,19,0,19,17,17,0,1,0,22,167,548,205,343,154,0,152,5,11,641,3,17,1,17,0,866,5210,8040
TAMIL NADU,KANYAKUMARI,2012,53,110,2,12,0,12,33,33,0,6,0,86,203,240,70,170,0,3,132,5,50,740,4,11,0,100,0,282,2738,4810
TAMIL NADU,KARUR,2012,26,18,0,4,0,4,49,48,1,1,0,30,39,135,44,91,28,4,18,0,2,198,1,25,2,11,0,320,1490,2401
TAMIL NADU,KRISHNAGIRI,2012,63,41,0,14,0,14,45,41,4,2,1,57,116,166,82,84,160,3,71,53,15,663,1,51,1,33,0,478,2162,4196
TAMIL NADU,MADURAI RURAL,2012,76,142,2,30,0,30,83,75,8,7,7,121,191,370,105,265,196,40,348,0,24,632,11,75,4,71,0,471,3457,6358
TAMIL NADU,MADURAI URBAN,2012,31,74,0,11,0,11,65,51,14,2,0,79,68,459,201,258,26,7,294,21,8,245,3,28,8,62,0,131,1639,3261
TAMIL NADU,NAGAPATTINAM,2012,56,44,0,10,0,10,42,40,2,2,0,18,68,200,68,132,59,0,18,0,28,518,1,34,36,10,0,254,2847,4245
TAMIL NADU,NAMAKKAL,2012,30,33,0,12,0,12,48,44,4,4,0,44,62,106,39,67,35,4,82,3,5,458,1,39,15,8,0,494,2587,4070
TAMIL NADU,NILGIRIS,2012,14,17,0,9,0,9,8,7,1,0,0,5,65,42,10,32,8,1,26,1,2,195,1,15,2,8,0,49,748,1216
TAMIL NADU,PERAMBALUR,2012,11,15,0,3,0,3,31,31,0,1,0,13,37,83,34,49,34,0,21,0,2,168,0,22,0,6,0,146,862,1455
TAMIL NADU,PUDUKOTTAI,2012,31,36,1,6,0,6,33,28,5,1,0,18,34,141,50,91,55,13,42,0,12,282,0,26,1,35,0,347,2028,3142
TAMIL NADU,RAMNATHAPURAM,2012,54,81,1,9,0,9,40,35,5,4,0,45,81,178,43,135,99,3,55,1,24,487,3,15,3,18,0,273,2075,3549
TAMIL NADU,SALEM RURAL,2012,60,40,0,36,0,36,79,75,4,0,0,26,66,204,80,124,133,0,92,3,18,1418,1,87,0,35,0,608,3033,5939
TAMIL NADU,SALEM URBAN,2012,16,22,0,15,0,15,23,18,5,4,0,39,31,162,102,60,32,2,35,1,1,315,3,12,14,21,0,144,1437,2329
TAMIL NADU,SIVAGANGAI,2012,47,58,0,11,0,11,43,39,4,4,1,34,95,194,50,144,75,9,83,1,13,319,3,37,0,57,0,285,2229,3598
TAMIL NADU,THANJAVUR,2012,62,97,0,14,0,14,57,43,14,4,4,100,167,420,249,171,176,7,99,0,36,894,1,76,0,28,0,466,4077,6785
TAMIL NADU,THENI,2012,39,69,1,22,0,22,45,40,5,3,0,48,113,215,68,147,83,0,129,0,20,622,5,50,0,63,0,232,2553,4312
TAMIL NADU,THIRUNELVELI RURAL,2012,88,288,0,44,0,44,52,43,9,1,1,103,185,230,52,178,4,9,227,5,81,1061,3,58,0,266,0,437,5881,9024
TAMIL NADU,THIRUNELVELI URBAN,2012,19,163,0,3,0,3,7,3,4,0,0,38,18,58,8,50,0,2,64,21,7,119,2,6,0,25,0,87,713,1352
TAMIL NADU,THIRUVALLUR,2012,40,49,2,18,0,18,14,12,2,1,0,24,117,203,58,145,105,3,40,0,5,447,5,8,1,19,0,311,2167,3579
TAMIL NADU,THIRUVANNAMALAI,2012,52,56,0,21,0,21,62,52,10,2,0,19,76,241,72,169,148,0,78,2,20,635,1,8,0,37,0,433,2983,4874
TAMIL NADU,THIRUVARUR,2012,33,45,0,11,0,11,34,33,1,1,2,20,68,175,54,121,20,1,19,0,25,536,1,6,0,16,0,185,2841,4039
TAMIL NADU,THOOTHUGUDI,2012,85,208,0,26,0,26,41,35,6,3,0,78,184,248,57,191,0,5,92,0,32,686,1,1,0,50,0,383,3201,5324
TAMIL NADU,TIRUPPUR,2012,63,83,0,8,0,8,51,38,13,6,0,131,283,554,257,297,67,21,155,4,8,645,7,52,0,76,0,692,4140,7046
TAMIL NADU,TRICHY RLY.,2012,2,3,0,0,0,0,1,1,0,0,0,3,1,82,0,82,2,0,2,0,0,15,0,2,0,1,0,7,95,216
TAMIL NADU,TRICHY RURAL,2012,44,44,0,14,0,14,29,23,6,0,0,46,73,103,39,64,34,0,22,1,6,377,3,33,0,24,0,499,3133,4485
TAMIL NADU,TRICHY URBAN,2012,26,22,0,7,0,7,22,13,9,0,0,56,42,253,52,201,7,0,103,5,3,146,3,9,39,24,0,147,2012,2926
TAMIL NADU,VELLORE,2012,76,82,11,24,0,24,76,68,8,6,0,40,188,489,251,238,9,18,71,23,17,789,8,38,0,61,0,735,4949,7710
TAMIL NADU,VILLUPURAM,2012,100,211,4,78,0,78,202,188,14,7,1,51,189,601,335,266,486,1,99,1,59,1326,4,239,0,58,0,879,5890,10486
TAMIL NADU,VIRUDHUNAGAR,2012,62,97,0,23,0,23,39,32,7,3,0,51,127,264,32,232,80,35,171,2,24,552,2,23,110,47,0,289,3503,5504
TAMIL NADU,TOTAL,2012,1949,2954,44,737,0,737,1945,1693,252,97,19,1898,4457,11996,3915,8081,3136,262,4151,377,726,22100,110,1494,382,1965,0,15499,124176,200474
TRIPURA,DHALAI,2012,20,8,1,35,0,35,11,8,3,2,0,13,17,29,2,27,8,9,7,1,1,70,5,30,0,56,0,0,120,443
TRIPURA,GOMATI,2012,18,8,0,26,0,26,16,14,2,2,0,5,28,132,38,94,29,5,12,1,7,321,4,34,0,157,0,0,342,1147
TRIPURA,GRP,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,1,0,0,0,0,0,0,2,10
TRIPURA,KHOWAI,2012,12,4,0,10,0,10,5,3,2,0,0,1,18,33,7,26,13,3,9,0,7,131,3,22,0,36,0,0,116,423
TRIPURA,NORTH,2012,11,10,0,29,0,29,16,10,6,2,0,4,19,45,9,36,8,7,11,0,6,105,3,48,2,101,0,0,126,553
TRIPURA,SIPAHIJALA,2012,12,9,0,23,0,23,29,24,5,0,0,10,37,84,17,67,16,1,14,0,17,250,3,42,1,155,0,5,279,987
TRIPURA,SOUTH,2012,15,20,0,30,0,30,17,16,1,1,0,8,37,46,2,44,23,6,12,2,2,190,5,46,0,89,0,0,225,774
TRIPURA,UNAKOTI,2012,9,8,1,26,0,26,10,9,1,0,0,9,5,45,2,43,6,4,20,2,3,159,2,26,2,92,0,1,103,533
TRIPURA,WEST,2012,26,12,0,50,0,50,35,30,5,0,0,10,78,146,63,83,25,12,19,3,16,277,12,66,2,172,0,4,429,1394
TRIPURA,TOTAL,2012,124,79,2,229,0,229,139,114,25,7,0,60,239,565,140,425,128,47,105,9,59,1504,37,314,7,858,0,10,1742,6264
UTTAR PRADESH,AGRA,2012,152,171,40,58,0,58,321,255,66,14,5,233,392,3472,2744,728,476,163,350,13,7,377,88,134,0,320,0,397,2177,9360
UTTAR PRADESH,ALIGARH,2012,177,150,30,64,0,64,298,263,35,22,4,121,192,1350,824,526,252,115,377,6,18,254,71,101,0,268,0,400,1536,5806
UTTAR PRADESH,ALLAHABAD,2012,115,114,35,52,0,52,223,202,21,4,5,55,272,1307,956,351,113,100,308,8,18,411,63,79,0,247,0,387,2478,6394
UTTAR PRADESH,AMBEDKAR NAGAR,2012,35,32,9,12,0,12,69,61,8,0,0,24,31,123,53,70,66,25,69,0,0,147,9,10,0,75,0,113,362,1211
UTTAR PRADESH,AURAIYA,2012,24,29,9,13,0,13,102,87,15,1,0,19,31,150,89,61,9,30,60,0,0,87,18,27,0,40,0,141,529,1319
UTTAR PRADESH,AZAMGARH,2012,73,88,34,19,0,19,121,101,20,1,0,59,72,240,128,112,182,20,131,4,1,328,25,28,0,101,0,215,542,2284
UTTAR PRADESH,BADAUN,2012,108,136,31,24,0,24,107,101,6,3,0,40,63,218,97,121,6,0,49,2,1,315,47,48,0,65,0,180,1094,2537
UTTAR PRADESH,BAGHPAT,2012,80,93,16,18,0,18,80,74,6,3,3,46,46,260,126,134,63,42,63,4,0,134,19,26,0,76,0,94,394,1560
UTTAR PRADESH,BAHRAICH,2012,41,42,23,27,0,27,116,111,5,1,1,15,74,215,106,109,69,35,141,3,3,173,38,28,0,4,0,102,1218,2369
UTTAR PRADESH,BALLIA,2012,45,27,15,12,0,12,84,79,5,8,0,38,97,235,134,101,102,13,70,3,3,239,28,22,0,51,0,161,354,1607
UTTAR PRADESH,BALRAMPUR,2012,23,10,2,12,0,12,53,53,0,2,0,6,33,62,33,29,21,11,66,2,2,74,5,17,0,4,0,30,151,586
UTTAR PRADESH,BANDA,2012,40,24,20,22,0,22,48,48,0,0,0,9,42,134,49,85,34,21,32,0,15,24,36,58,0,51,0,106,508,1224
UTTAR PRADESH,BARABANKI,2012,73,51,29,31,0,31,130,120,10,0,0,16,53,197,90,107,12,43,141,1,4,256,31,39,0,114,0,260,615,2096
UTTAR PRADESH,BAREILLY,2012,114,151,36,86,0,86,265,249,16,3,0,68,146,762,379,383,134,107,388,3,15,795,61,112,0,88,0,293,1601,5228
UTTAR PRADESH,BASTI,2012,33,19,14,7,0,7,61,55,6,0,0,12,36,161,90,71,13,20,68,3,1,134,21,17,0,69,0,141,407,1237
UTTAR PRADESH,BHIM NAGAR,2012,77,96,23,23,0,23,93,91,2,7,0,43,91,279,118,161,99,24,79,1,0,121,27,30,0,64,0,77,660,1914
UTTAR PRADESH,BIJNOR,2012,89,67,16,43,0,43,160,148,12,4,0,56,74,357,133,224,67,52,229,0,0,5,19,43,0,257,0,442,1128,3108
UTTAR PRADESH,BULANDSHAHAR,2012,140,144,44,46,0,46,188,164,24,6,1,61,78,526,255,271,97,48,213,3,5,14,48,63,2,304,0,329,1194,3554
UTTAR PRADESH,CHANDOLI,2012,25,14,10,11,0,11,34,32,2,2,0,13,25,124,55,69,9,24,38,1,4,188,14,23,0,37,0,99,348,1043
UTTAR PRADESH,CHITRAKOOT DHAM,2012,34,10,9,31,0,31,43,27,16,2,0,7,68,97,27,70,16,14,29,1,7,13,22,35,0,23,0,80,239,780
UTTAR PRADESH,CSM NAGAR,2012,35,55,15,26,0,26,105,92,13,1,3,17,59,137,71,66,51,22,37,2,2,237,12,52,0,56,0,147,451,1522
UTTAR PRADESH,DEORIA,2012,35,25,18,18,0,18,67,67,0,2,1,12,47,177,117,60,48,23,120,3,0,147,29,16,0,34,0,103,521,1446
UTTAR PRADESH,ETAH,2012,73,115,21,22,0,22,110,99,11,9,0,37,41,389,219,170,108,47,120,0,14,235,38,62,0,82,0,196,749,2468
UTTAR PRADESH,ETAWAH,2012,59,55,9,9,0,9,71,64,7,3,0,33,52,273,190,83,14,34,80,1,7,78,26,26,0,42,0,147,977,1996
UTTAR PRADESH,FAIZABAD,2012,45,41,11,29,0,29,143,133,10,0,0,33,91,263,127,136,66,45,96,4,0,213,18,32,0,7,0,205,939,2281
UTTAR PRADESH,FATEHGARH,2012,68,66,10,14,0,14,106,94,12,4,0,15,75,267,154,113,30,36,80,2,0,56,34,39,0,71,0,120,515,1608
UTTAR PRADESH,FATEHPUR,2012,79,33,20,35,0,35,118,106,12,6,0,17,63,131,73,58,48,48,98,0,3,295,41,65,0,56,0,268,728,2152
UTTAR PRADESH,FIROZABAD,2012,100,108,30,32,0,32,193,149,44,3,0,85,64,635,421,214,138,59,146,1,1,289,50,49,0,98,0,268,747,3096
UTTAR PRADESH,G.R.P.,2012,22,11,7,3,0,3,14,7,7,8,0,40,1,1836,87,1749,23,14,32,3,0,4,2,36,0,0,0,1,725,2782
UTTAR PRADESH,GAUTAMBUDH NAGAR,2012,89,103,16,19,0,19,158,115,43,7,1,202,189,2912,2008,904,150,101,322,4,1,91,17,50,0,142,0,354,1759,6687
UTTAR PRADESH,GHAZIABAD,2012,146,111,39,31,0,31,255,220,35,6,11,106,207,2707,2103,604,76,111,324,6,0,14,41,60,0,277,0,358,2591,7477
UTTAR PRADESH,GHAZIPUR,2012,47,56,23,9,0,9,61,53,8,3,0,28,78,173,105,68,64,17,102,1,3,216,32,16,0,60,0,109,332,1430
UTTAR PRADESH,GONDA,2012,39,38,22,23,0,23,125,103,22,0,0,31,106,238,96,142,111,58,254,3,0,340,37,40,0,5,0,129,859,2458
UTTAR PRADESH,GORAKHPUR,2012,98,136,45,52,0,52,232,207,25,14,0,69,197,971,685,286,236,102,413,8,6,410,53,56,0,180,0,289,1010,4577
UTTAR PRADESH,HAMIRPUR,2012,36,27,21,25,0,25,46,40,6,5,0,17,28,72,17,55,19,22,19,0,4,58,17,37,0,28,0,74,293,848
UTTAR PRADESH,HARDOI,2012,77,57,30,30,0,30,135,133,2,0,0,12,52,246,101,145,43,31,93,0,3,243,48,54,0,87,0,282,1482,3005
UTTAR PRADESH,HATHRAS,2012,53,52,13,17,0,17,84,71,13,14,0,43,77,283,160,123,71,26,77,2,3,145,18,39,0,91,0,145,517,1770
UTTAR PRADESH,J.P.NAGAR,2012,60,36,15,34,0,34,69,58,11,4,2,52,36,234,134,100,57,22,120,0,0,106,19,31,0,82,0,153,517,1649
UTTAR PRADESH,JALAUN,2012,46,32,10,15,0,15,68,57,11,3,0,16,37,153,94,59,33,22,60,3,0,10,40,32,0,47,0,125,540,1292
UTTAR PRADESH,JAUNPUR,2012,50,64,27,15,0,15,115,111,4,1,3,53,51,186,91,95,49,26,75,0,9,324,51,18,0,55,0,197,453,1822
UTTAR PRADESH,JHANSI,2012,65,50,14,19,0,19,74,63,11,2,0,29,81,346,229,117,73,28,67,8,7,153,33,34,0,53,0,198,682,2016
UTTAR PRADESH,KANNAUJ,2012,48,36,13,12,0,12,86,75,11,0,0,8,40,128,57,71,26,30,71,0,5,5,27,36,0,106,0,188,824,1689
UTTAR PRADESH,KANPUR NAGAR,2012,151,126,28,55,0,55,318,281,37,13,2,142,225,1514,1178,336,137,182,506,11,2,289,56,110,0,317,0,469,2365,7018
UTTAR PRADESH,KANSHIRAM NAGAR,2012,50,54,6,18,0,18,65,56,9,0,0,12,21,133,76,57,42,21,54,0,2,134,26,36,0,26,0,83,340,1123
UTTAR PRADESH,KAUSHAMBI,2012,44,12,14,11,0,11,54,49,5,1,0,13,49,88,28,60,22,13,66,1,2,80,20,31,0,46,0,116,619,1302
UTTAR PRADESH,KHIRI,2012,89,98,21,34,0,34,182,169,13,2,1,23,50,417,233,184,42,19,69,1,1,432,51,59,0,57,0,257,1012,2917
UTTAR PRADESH,KUSHI NAGAR,2012,36,28,22,30,0,30,98,94,4,1,0,10,39,146,100,46,101,32,83,1,10,166,28,22,0,28,0,208,609,1698
UTTAR PRADESH,LALITPUR,2012,23,10,11,14,0,14,25,22,3,0,0,11,23,57,25,32,16,26,39,0,0,15,7,27,0,13,0,57,323,697
UTTAR PRADESH,LUCKNOW,2012,141,99,27,48,0,48,315,304,11,8,1,63,479,2462,1663,799,195,411,952,6,3,91,32,110,2,538,0,481,4619,11083
UTTAR PRADESH,MAHARAJGANJ,2012,30,21,16,34,0,34,95,95,0,9,0,10,52,88,41,47,85,26,157,1,8,171,20,14,0,23,0,183,481,1524
UTTAR PRADESH,MAHOBA,2012,29,16,7,16,0,16,48,43,5,0,0,12,49,81,19,62,24,19,34,0,1,5,20,48,0,24,0,62,296,791
UTTAR PRADESH,MAINPURI,2012,81,84,18,15,0,15,139,117,22,7,0,56,70,404,293,111,78,28,72,0,10,196,39,51,0,81,0,208,763,2400
UTTAR PRADESH,MATHURA,2012,101,121,19,41,0,41,155,124,31,12,0,73,66,840,598,242,143,78,224,7,8,188,34,75,0,235,0,398,1620,4438
UTTAR PRADESH,MAU,2012,23,61,15,9,0,9,82,81,1,1,1,27,73,198,134,64,105,35,142,2,11,237,11,31,0,92,0,88,291,1535
UTTAR PRADESH,MEERUT,2012,202,246,28,54,0,54,287,231,56,16,5,264,277,2394,1668,726,284,108,443,8,1,22,39,129,0,435,0,384,2358,7984
UTTAR PRADESH,MIRZAPUR,2012,27,3,8,4,0,4,7,6,1,1,0,3,21,41,20,21,0,13,57,1,3,85,24,3,0,29,0,76,369,775
UTTAR PRADESH,MORADABAD,2012,90,84,14,36,0,36,162,140,22,14,2,95,109,842,499,343,97,42,153,1,0,88,28,72,3,255,0,218,1247,3652
UTTAR PRADESH,MUZAFFARNAGAR,2012,126,134,21,27,0,27,217,177,40,5,2,62,74,594,325,269,94,63,183,3,1,28,16,38,0,225,0,201,1601,3715
UTTAR PRADESH,PANCHSHIL NAGAR,2012,56,68,14,15,0,15,65,51,14,1,1,38,30,366,213,153,49,31,86,1,0,35,17,22,0,56,0,178,636,1765
UTTAR PRADESH,PILIBHIT,2012,47,21,6,10,0,10,65,62,3,7,0,7,11,83,37,46,6,38,135,3,0,1,25,15,0,79,0,92,1645,2296
UTTAR PRADESH,PRABUDDH NAGAR,2012,55,58,12,7,0,7,64,62,2,1,1,41,24,169,89,80,56,11,46,3,0,4,12,14,0,55,0,56,579,1268
UTTAR PRADESH,PRATAPGARH,2012,57,81,21,36,0,36,116,109,7,2,1,43,101,238,143,95,151,63,104,2,20,361,24,53,0,72,0,179,629,2354
UTTAR PRADESH,RAIBAREILLY,2012,37,39,9,36,0,36,96,91,5,1,0,14,67,179,79,100,45,50,60,1,1,137,23,46,0,50,0,192,691,1774
UTTAR PRADESH,RAMABAI NAGAR,2012,44,14,8,18,0,18,83,74,9,1,0,11,18,85,39,46,25,48,86,1,6,194,28,32,0,77,0,254,980,2013
UTTAR PRADESH,RAMPUR,2012,51,66,13,26,0,26,100,95,5,5,7,48,62,338,151,187,60,65,146,4,0,1,12,32,0,138,0,125,806,2105
UTTAR PRADESH,SAHARANPUR,2012,70,78,37,18,0,18,101,91,10,1,3,34,30,448,230,218,68,27,245,5,1,113,27,17,1,113,0,168,1649,3254
UTTAR PRADESH,SANT KABIRNAGAR,2012,16,17,8,18,0,18,50,49,1,0,0,9,33,55,28,27,17,19,37,0,6,134,12,5,0,10,0,68,222,736
UTTAR PRADESH,SHAHJAHANPUR,2012,77,80,21,27,0,27,130,120,10,3,0,17,43,227,95,132,29,41,111,5,20,250,51,48,0,73,0,313,1066,2632
